,post_id,text,language,publication_time,collection_time,comments,likes,reposts,citations
4351,1640553756575105029,"RT @jnkobsession: jennie has other 12345678910 brands. him getting a ck campaign isn't gonna eat my fav's ""only career"" ijbol anyways her c…",en,2023-03-28 03:17:50+00:00,2023-03-28 09:34:11.986997+00:00,0,0,69,0
4354,1640553625423581188,"@beckyfanclub05 Hello, I  asked Runner to give you the gift for Becky. He missed 326 concert, so I contacted him to send it. He bought Chanel from a local physical store in Thailand,  This is a small ticket for purchase.thank u。
See my homepage plz",en,2023-03-28 03:17:18+00:00,2023-03-28 09:34:11.986997+00:00,0,0,0,0
4356,1640553616204525570,RT @Jenniestanlovu2: another one (korean youtuber) doing Jennie chanel bandage look and hair https://t.co/nbkqjyBppa,en,2023-03-28 03:17:16+00:00,2023-03-28 09:34:11.986997+00:00,0,0,70,0
4359,1640553608688328705,"RT @jnkobsession: jennie has other 12345678910 brands. him getting a ck campaign isn't gonna eat my fav's ""only career"" ijbol anyways her c…",en,2023-03-28 03:17:14+00:00,2023-03-28 09:34:11.986997+00:00,0,0,69,0
4361,1640553555403902976,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 03:17:02+00:00,2023-03-28 09:34:11.986997+00:00,0,0,343,0
4362,1640553537913651200,"RT @jnkobsession: jennie has other 12345678910 brands. him getting a ck campaign isn't gonna eat my fav's ""only career"" ijbol anyways her c…",en,2023-03-28 03:16:58+00:00,2023-03-28 09:34:11.986997+00:00,0,0,69,0
4364,1640553515708760064,RT @SelectOutfit: baby blue chanel https://t.co/zuyZmfXiip,en,2023-03-28 03:16:52+00:00,2023-03-28 09:34:11.986997+00:00,0,0,1242,0
4365,1640553511187521537,"RT @pedjuang_basah: 🔐131
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaan…",en,2023-03-28 03:16:51+00:00,2023-03-28 09:34:12.719993+00:00,0,0,19,0
4366,1640553503331328000,"RT @jnkobsession: jennie has other 12345678910 brands. him getting a ck campaign isn't gonna eat my fav's ""only career"" ijbol anyways her c…",en,2023-03-28 03:16:49+00:00,2023-03-28 09:34:12.719993+00:00,0,0,69,0
4368,1640553488567640064,RT @Jenniestanlovu2: another one (korean youtuber) doing Jennie chanel bandage look and hair https://t.co/nbkqjyBppa,en,2023-03-28 03:16:46+00:00,2023-03-28 09:34:12.719993+00:00,0,0,70,0
4369,1640553481881935872,"RT @jnkobsession: jennie has other 12345678910 brands. him getting a ck campaign isn't gonna eat my fav's ""only career"" ijbol anyways her c…",en,2023-03-28 03:16:44+00:00,2023-03-28 09:34:12.719993+00:00,0,0,69,0
4370,1640553474487361538,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 03:16:42+00:00,2023-03-28 09:34:12.719993+00:00,0,0,343,0
4372,1640553421358112768,Chanel West Coast Exiting MTV's 'Ridiculousness' After 30 Seasons https://t.co/5xSc74kNKl,en,2023-03-28 03:16:30+00:00,2023-03-28 09:34:12.735685+00:00,10,22,4,40
4373,1640553362344275970,"RT @MekiLendirs: 🔐079
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaanda…",en,2023-03-28 03:16:16+00:00,2023-03-28 09:34:12.735685+00:00,0,0,124,0
4374,1640553358074454016,"RT @jnkobsession: jennie has other 12345678910 brands. him getting a ck campaign isn't gonna eat my fav's ""only career"" ijbol anyways her c…",en,2023-03-28 03:16:15+00:00,2023-03-28 09:34:12.735685+00:00,0,0,69,0
4375,1640553323098181632,"There are no goods in the China store, so I have to make a reservation all the time, and I have to wait for a long time. https://t.co/Bz6aSS0vkM",en,2023-03-28 03:16:06+00:00,2023-03-28 09:34:12.735685+00:00,0,0,0,0
4379,1640553224720744448,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 03:15:43+00:00,2023-03-28 09:34:12.735685+00:00,0,0,343,0
4380,1640553188708458498,"RT @vidieyan: #Chinese
Di perk0sa sambil di ikat 

Original video No sensor
full durasi 30 menit

Link download
https://t.co/PPuhwMgHOf

FO…",en,2023-03-28 03:15:34+00:00,2023-03-28 09:34:12.735685+00:00,0,0,2,0
4381,1640553172304539649,"RT @jnkobsession: jennie has other 12345678910 brands. him getting a ck campaign isn't gonna eat my fav's ""only career"" ijbol anyways her c…",en,2023-03-28 03:15:30+00:00,2023-03-28 09:34:12.735685+00:00,0,0,69,0
4383,1640553159075692544,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 03:15:27+00:00,2023-03-28 09:34:12.735685+00:00,0,0,343,0
4384,1640553155036610560,"❤️❤️CHANEL❤️❤️

https://t.co/ApVXQvodur

#chanel
#fashion
#beauty
#cosme
#happy
#beautiful
#pickup
#france",en,2023-03-28 03:15:26+00:00,2023-03-28 09:34:12.751329+00:00,0,0,0,0
4386,1640553101236076545,RT @SelectOutfit: baby blue chanel https://t.co/zuyZmfXiip,en,2023-03-28 03:15:13+00:00,2023-03-28 09:34:12.751329+00:00,0,0,1242,0
4388,1640553046383136768,"RT @pedjuang_basah: 🔐153
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaan…",en,2023-03-28 03:15:00+00:00,2023-03-28 09:34:12.751329+00:00,0,0,16,0
4389,1640553044852232193,"RT @n_linda12: rt and like, nak vid full join my chanel priv, i bagi promo if dah rt and like https://t.co/b5MifdJEMf",en,2023-03-28 03:15:00+00:00,2023-03-28 09:34:12.751329+00:00,0,0,7,0
4390,1640553031996526594,"RT @jnkobsession: jennie has other 12345678910 brands. him getting a ck campaign isn't gonna eat my fav's ""only career"" ijbol anyways her c…",en,2023-03-28 03:14:57+00:00,2023-03-28 09:34:12.751329+00:00,0,0,69,0
4392,1640553005715189760,RT @styleofrensung: chanel bracelet🤔 https://t.co/4DzwG6yXt1,en,2023-03-28 03:14:51+00:00,2023-03-28 09:34:12.751329+00:00,0,0,141,0
4394,1640552980419080195,"RT @pedjuang_basah: 🔐186
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaan…",en,2023-03-28 03:14:45+00:00,2023-03-28 09:34:12.751329+00:00,0,0,15,0
4395,1640552974102695937,"RT @pedjuang_basah: 🔐156
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaan…",en,2023-03-28 03:14:43+00:00,2023-03-28 09:34:12.751329+00:00,0,0,54,0
4396,1640552956662779907,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 03:14:39+00:00,2023-03-28 09:34:12.751329+00:00,0,0,343,0
4397,1640552950937554944,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 03:14:38+00:00,2023-03-28 09:34:12.751329+00:00,0,0,343,0
4398,1640552939944042499,"RT @AccessBadBunny: With “Coco Chanel”, Bad Bunny extends his record as the Latin artist artist with the most entries in Billboard Hot 100…",en,2023-03-28 03:14:35+00:00,2023-03-28 09:34:12.766953+00:00,0,0,34,0
4400,1640552922856534018,"RT @pedjuang_basah: 🔐191
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaan…",en,2023-03-28 03:14:31+00:00,2023-03-28 09:34:12.766953+00:00,0,0,125,0
4402,1640552901553844224,"@CBCMurdoch I love perfume! Specifically, ones from Dior and Chanel! What a thoughtful gift from Inspector Brackenreid to Mrs. Brackenreid! #MurdochMysteries #MurdochMonday #MMXVI #MysteryMonday",en,2023-03-28 03:14:26+00:00,2023-03-28 09:34:12.766953+00:00,0,1,0,0
4403,1640552889285492736,"RT @pedjuang_basah: 🔐193
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaan…",en,2023-03-28 03:14:23+00:00,2023-03-28 09:34:12.766953+00:00,0,0,39,0
4404,1640552871291760640,"RT @Scotybrayan: Come and sit on My stick, you will feel very tasty inside!

I'll be waiting for you, Subscribe to my onlyfans

https://t.c…",en,2023-03-28 03:14:19+00:00,2023-03-28 09:34:12.766953+00:00,0,0,1520,0
4405,1640552853986226176,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 03:14:15+00:00,2023-03-28 09:34:12.766953+00:00,0,0,343,0
4406,1640552826962321410,"jennie has other 12345678910 brands. him getting a ck campaign isn't gonna eat my fav's ""only career"" ijbol anyways her chanel 22 bag global campaign coming soon ❤️ https://t.co/HfqPI0lKhS https://t.co/IaQzLJ3TQT",en,2023-03-28 03:14:08+00:00,2023-03-28 09:34:12.766953+00:00,0,354,69,1
4407,1640552806477344768,"RT @MekiLendirs: 🔐075
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaanda…",en,2023-03-28 03:14:03+00:00,2023-03-28 09:34:12.766953+00:00,0,0,500,0
4408,1640552778748813312,i think chanel should get renjun and yangyang as their brand ambassadors 😭 https://t.co/e3teNdTEPc,en,2023-03-28 03:13:57+00:00,2023-03-28 09:34:12.766953+00:00,0,211,36,5
4409,1640552768430817285,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 03:13:54+00:00,2023-03-28 09:34:12.766953+00:00,0,0,343,0
4410,1640552741251457027,RT @SelectOutfit: baby blue chanel https://t.co/zuyZmfXiip,en,2023-03-28 03:13:48+00:00,2023-03-28 09:34:12.766953+00:00,0,0,1242,0
4411,1640552700210479105,"jeonghui - my guy pretty like a girl, and he got fight stories to tell, i see both sides like chanel",en,2023-03-28 03:13:38+00:00,2023-03-28 09:34:12.766953+00:00,0,0,0,0
4413,1640552629783896065,"RT @MekiLendirs: 🔐078
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaanda…",en,2023-03-28 03:13:21+00:00,2023-03-28 09:34:12.782512+00:00,0,0,94,0
4414,1640552627900391425,"RT @lyle0_0: #JENNIE's  Global  campaign  for  @CHANEL  Coco  Crush

📍 Japan https://t.co/ZSPilCGYm6",en,2023-03-28 03:13:21+00:00,2023-03-28 09:34:12.782512+00:00,0,0,66,0
4419,1640552526960369664,Chanel                                   Wish on clearance https://t.co/teL4GFjl4D,en,2023-03-28 03:12:57+00:00,2023-03-28 09:34:12.782512+00:00,1,17,2,0
4420,1640552497260396545,RT @kkbabyxxx: Join my telegram Chanel for all uncensored🖤🐱 https://t.co/KkxkbMdm4N https://t.co/j3vXPCZcDk,en,2023-03-28 03:12:49+00:00,2023-03-28 09:34:12.782512+00:00,0,0,52,0
4422,1640552450666135552,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 03:12:38+00:00,2023-03-28 09:34:12.782512+00:00,0,0,343,0
4423,1640552395892506628,RT @cumshotworld: Chanel Preston takes a glorious double facial https://t.co/x3l26pHUeJ,en,2023-03-28 03:12:25+00:00,2023-03-28 09:34:12.782512+00:00,0,0,6,0
4424,1640552334920142849,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 03:12:11+00:00,2023-03-28 09:34:12.782512+00:00,0,0,343,0
4426,1640552293471846400,"RT @mariaxxairam: I’m sorry but Chanel vs Walmart 

#ego #ErSib https://t.co/j8ftQaJtwV",en,2023-03-28 03:12:01+00:00,2023-03-28 09:34:12.798133+00:00,0,0,11,0
4428,1640552200811282438,RT @saintdoII: alexa demie wearing a vivienne westwood silk satin corset from 1992 paired with vintage chanel jewelry https://t.co/VEnN76pu…,en,2023-03-28 03:11:39+00:00,2023-03-28 09:34:12.798133+00:00,0,0,3987,0
4429,1640552172952666112,Wat I should wear for my birthday Chanel or Dior 🤔,en,2023-03-28 03:11:32+00:00,2023-03-28 09:34:12.798133+00:00,0,0,0,0
4430,1640552171619115010,"RT @BasahSultan: 🅾️034
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaanda…",en,2023-03-28 03:11:32+00:00,2023-03-28 09:34:12.798133+00:00,0,0,184,0
4431,1640552151628890113,RT @frankoceanvids: Frank Ocean performing Chanel (2017) https://t.co/npBSCbJVuU,en,2023-03-28 03:11:27+00:00,2023-03-28 09:34:12.798133+00:00,0,0,827,0
4432,1640552132234608640,"RT @society_pr10109: 🅾️040
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tja…",en,2023-03-28 03:11:22+00:00,2023-03-28 09:34:12.798133+00:00,0,0,385,0
4434,1640552061145321472,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 03:11:06+00:00,2023-03-28 09:34:12.798133+00:00,0,0,343,0
4435,1640552023816032256,RT @saintdoII: alexa demie wearing a vivienne westwood silk satin corset from 1992 paired with vintage chanel jewelry https://t.co/VEnN76pu…,en,2023-03-28 03:10:57+00:00,2023-03-28 09:34:12.798133+00:00,0,0,3987,0
4437,1640551985656258560,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 03:10:48+00:00,2023-03-28 09:34:12.798133+00:00,0,0,343,0
4438,1640551939762184192,CHANEL Knit Long Sleeve Lion Lion Coco Mark Ladies Size 34 Tops Black Sweater https://t.co/pyJPprPrL9 eBay https://t.co/1DzoZu1KJd,en,2023-03-28 03:10:37+00:00,2023-03-28 09:34:12.798133+00:00,0,0,0,0
4439,1640551925077934086,"RT @lyle0_0: #JENNIE's  Global  campaign  for  @CHANEL  Coco  Crush

📍 Japan https://t.co/ZSPilCGYm6",en,2023-03-28 03:10:33+00:00,2023-03-28 09:34:12.813753+00:00,0,0,66,0
4440,1640551910326558726,"RT @wubbushi: Chanel Oz
Working on a drop based on this concept. Is this something y'all would like to see? https://t.co/44WjDdcxyc",en,2023-03-28 03:10:30+00:00,2023-03-28 09:34:12.813753+00:00,0,0,7,0
4442,1640551891632545792,"RT @pedjuang_basah: 🔐210
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaan…",en,2023-03-28 03:10:25+00:00,2023-03-28 09:34:12.813753+00:00,0,0,100,0
4444,1640551858094899202,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 03:10:17+00:00,2023-03-28 09:34:12.813753+00:00,0,0,343,0
4445,1640551848657711104,RT @styleofrensung: chanel bracelet🤔 https://t.co/4DzwG6yXt1,en,2023-03-28 03:10:15+00:00,2023-03-28 09:34:12.813753+00:00,0,0,141,0
4446,1640551829267423233,RT @Jenniestanlovu2: another one (korean youtuber) doing Jennie chanel bandage look and hair https://t.co/nbkqjyBppa,en,2023-03-28 03:10:10+00:00,2023-03-28 09:34:12.813753+00:00,0,0,70,0
4449,1640551750250958848,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 03:09:51+00:00,2023-03-28 09:34:12.813753+00:00,0,0,343,0
4451,1640551701408018434,RT @tiaraj_h: Helping my friend decide which color Chanel to get. I need these type of problems.,en,2023-03-28 03:09:40+00:00,2023-03-28 09:34:12.813753+00:00,0,0,1,0
4453,1640551666905907200,"RT @pedjuang_basah: 🔐213
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaan…",en,2023-03-28 03:09:32+00:00,2023-03-28 09:34:12.829380+00:00,0,0,112,0
4454,1640551643786940419,"RT @BasahSultan: 🅾️037
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaanda…",en,2023-03-28 03:09:26+00:00,2023-03-28 09:34:12.829380+00:00,0,0,237,0
4455,1640551575247785986,"RT @lyle0_0: #JENNIE's  Global  campaign  for  @CHANEL  Coco  Crush

📍 Japan https://t.co/ZSPilCGYm6",en,2023-03-28 03:09:10+00:00,2023-03-28 09:34:12.829380+00:00,0,0,66,0
4458,1640551535686955008,RT @UltraDane: Chanel's spot on!!,en,2023-03-28 03:09:00+00:00,2023-03-28 09:34:12.829380+00:00,0,0,199,0
4460,1640551500186537985,@Patroni_Foxtrot That's pretty specific. I got a friend here in sac that has a Chanel Island Fox as one of his main Fursonas.,en,2023-03-28 03:08:52+00:00,2023-03-28 09:34:12.829380+00:00,0,1,0,0
4463,1640551421891182595,"RT @AccessBadBunny: With “Coco Chanel”, Bad Bunny extends his record as the Latin artist artist with the most entries in Billboard Hot 100…",en,2023-03-28 03:08:33+00:00,2023-03-28 09:34:13.594917+00:00,0,0,34,0
4464,1640551391956443137,RT @SelectOutfit: baby blue chanel https://t.co/zuyZmfXiip,en,2023-03-28 03:08:26+00:00,2023-03-28 09:34:13.594917+00:00,0,0,1242,0
4466,1640551368594190338,RT @harmony_pretty1: @a1_4rmday1 Me to Chanel ugh,en,2023-03-28 03:08:20+00:00,2023-03-28 09:34:13.594917+00:00,0,0,1,0
4469,1640551291796504576,"RT @lyle0_0: #JENNIE's  Global  campaign  for  @CHANEL  Coco  Crush

📍 Japan https://t.co/ZSPilCGYm6",en,2023-03-28 03:08:02+00:00,2023-03-28 09:34:13.594917+00:00,0,0,66,0
4470,1640551268493000704,"RT @AccessBadBunny: With “Coco Chanel”, Bad Bunny extends his record as the Latin artist artist with the most entries in Billboard Hot 100…",en,2023-03-28 03:07:57+00:00,2023-03-28 09:34:13.594917+00:00,0,0,34,0
4471,1640551261983612930,"RT @envyofyibo: Fashion King #WangYibo 💅 more than 20+ fashion bloggers updated &amp; praising Yibo looks at 2022 Weibo Night Award 😍

Fashion…",en,2023-03-28 03:07:55+00:00,2023-03-28 09:34:13.594917+00:00,0,0,158,0
4473,1640551188310503424,RT @AgntPineapple: Spotted Jennie’s promo as I’m headed outta Japan! #Blackpink #Jennie @CHANEL I think I squealed. https://t.co/p7NjW64Mae,en,2023-03-28 03:07:37+00:00,2023-03-28 09:34:13.594917+00:00,0,0,73,0
4475,1640551159474847744,"RT @AccessBadBunny: With “Coco Chanel”, Bad Bunny extends his record as the Latin artist artist with the most entries in Billboard Hot 100…",en,2023-03-28 03:07:31+00:00,2023-03-28 09:34:13.594917+00:00,0,0,34,0
4477,1640551143226085377,"RT @lyle0_0: #JENNIE's  Global  campaign  for  @CHANEL  Coco  Crush

📍 Japan https://t.co/ZSPilCGYm6",en,2023-03-28 03:07:27+00:00,2023-03-28 09:34:13.610542+00:00,0,0,66,0
4478,1640551136615866368,RT @SelectOutfit: baby blue chanel https://t.co/zuyZmfXiip,en,2023-03-28 03:07:25+00:00,2023-03-28 09:34:13.610542+00:00,0,0,1242,0
4483,1640551028331298818,"With “Coco Chanel”, Bad Bunny extends his record as the Latin artist artist with the most entries in Billboard Hot 100 history (68). 🇺🇸 https://t.co/PO8xgEGN9K",en,2023-03-28 03:06:59+00:00,2023-03-28 09:34:13.610542+00:00,2,298,34,2
4484,1640551019464757248,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 03:06:57+00:00,2023-03-28 09:34:13.610542+00:00,0,0,343,0
4485,1640551014041280514,My man need to go buy me a Chanel bag,en,2023-03-28 03:06:56+00:00,2023-03-28 09:34:13.610542+00:00,0,0,0,0
4486,1640551000649125888,"RT @lyle0_0: #JENNIE's  Global  campaign  for  @CHANEL  Coco  Crush

📍 Japan https://t.co/ZSPilCGYm6",en,2023-03-28 03:06:53+00:00,2023-03-28 09:34:13.610542+00:00,0,0,66,0
4487,1640550995452375040,RT @styleofrensung: chanel bracelet🤔 https://t.co/4DzwG6yXt1,en,2023-03-28 03:06:51+00:00,2023-03-28 09:34:13.610542+00:00,0,0,141,0
4488,1640550956218630145,"I might not have sleep, or a good phone, but I have Gabrielle Chanel and that's even better. 
I am buying a phone tomorrow though because I can not live like this anymore 😂 https://t.co/AeS64xIc5N",en,2023-03-28 03:06:42+00:00,2023-03-28 09:34:13.610542+00:00,1,0,0,0
4489,1640550950904504320,@StarrieChanel - Blue Skies Snippet https://t.co/c3dSTIip2P #HAYOnlineRadio #Remixes,en,2023-03-28 03:06:41+00:00,2023-03-28 09:34:13.610542+00:00,0,0,0,0
4490,1640550936601931777,RT @tvdeets: never related more to Chanel Ayan than in this moment #RHOBH https://t.co/0eSI78DEKb,en,2023-03-28 03:06:37+00:00,2023-03-28 09:34:13.610542+00:00,0,0,19,0
4491,1640550935062794242,"RT @lyle0_0: #JENNIE's  Global  campaign  for  @CHANEL  Coco  Crush

📍 Japan https://t.co/ZSPilCGYm6",en,2023-03-28 03:06:37+00:00,2023-03-28 09:34:13.626164+00:00,0,0,66,0
4494,1640550887708868608,"RT @PaulRudnickNY: Ivanka's carrying a skateboard because:
- She stole it from a kid and is trying to sell it
- She thinks it's a Chanel ba…",en,2023-03-28 03:06:26+00:00,2023-03-28 09:34:13.626164+00:00,0,0,34,0
4499,1640550743760584706,"Time. Chanel healthy love for me have
؟?
نمشے

🔹H4🔹
🔹H4🔹
🔹H4🔹",en,2023-03-28 03:05:51+00:00,2023-03-28 09:34:13.626164+00:00,0,0,0,0
4502,1640550723418226688,"RT @elleindonesia: First look at #Chanel22 handbag campaign starring #Blackpink’s #JENNIE . The K-Pop singer, who has been @CHANEL  ambassa…",en,2023-03-28 03:05:47+00:00,2023-03-28 09:34:13.626164+00:00,0,0,883,0
4503,1640550720029233152,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 03:05:46+00:00,2023-03-28 09:34:13.626164+00:00,0,0,343,0
4505,1640550673841532929,"RT @MekiLendirs: 🔐079
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaanda…",en,2023-03-28 03:05:35+00:00,2023-03-28 09:34:13.641853+00:00,0,0,124,0
4507,1640550641109184515,"CHANEL❤️❤️

https://t.co/RsRQARXkai

#CHANEL #シャネル #beauty #cosme #happy #beautiful #love",en,2023-03-28 03:05:27+00:00,2023-03-28 09:34:13.641853+00:00,0,0,0,0
4511,1640550518509694976,RT @CHNFILES: Chanhee wearing Chanel: a thread https://t.co/VI3fKwMX61,en,2023-03-28 03:04:58+00:00,2023-03-28 09:34:13.641853+00:00,0,0,301,0
4515,1640550476323377153,"RT @UkhtiHyper: 🅾️038
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaanda…",en,2023-03-28 03:04:48+00:00,2023-03-28 09:34:13.641853+00:00,0,0,86,0
4516,1640550409050939392,RT @Jenniestanlovu2: another one (korean youtuber) doing Jennie chanel bandage look and hair https://t.co/nbkqjyBppa,en,2023-03-28 03:04:32+00:00,2023-03-28 09:34:13.641853+00:00,0,0,70,0
4517,1640550405309595648,"@beckyfanclub05 Hello, I  asked Runner to give you the gift for Becky. He missed 326 concert, so I contacted him to send it. He bought Chanel from a local physical store in Thailand,  This is a small ticket for purchase.thank u。
See my homepage plz https://t.co/HWudJsr1zG",en,2023-03-28 03:04:31+00:00,2023-03-28 09:34:13.657479+00:00,0,0,0,0
4518,1640550370731765760,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 03:04:22+00:00,2023-03-28 09:34:13.657479+00:00,0,0,343,0
4519,1640550366826594304,Serving Chanel 🎾🎾 https://t.co/CYM5yTM1EI,en,2023-03-28 03:04:22+00:00,2023-03-28 09:34:13.657479+00:00,0,0,0,0
4520,1640550361004900352,"RT @DestinationMarc: 📢 CHANEL UPDATE!

There will be no regular videos or streams this week, because I'm gonna be out of town on a...TRIP.…",en,2023-03-28 03:04:20+00:00,2023-03-28 09:34:13.657479+00:00,0,0,6,0
4522,1640550292033863680,"RT @DestinationMarc: 📢 CHANEL UPDATE!

There will be no regular videos or streams this week, because I'm gonna be out of town on a...TRIP.…",en,2023-03-28 03:04:04+00:00,2023-03-28 09:34:13.657479+00:00,0,0,6,0
4524,1640550234701852672,@a1_4rmday1 Me to Chanel ugh,en,2023-03-28 03:03:50+00:00,2023-03-28 09:34:13.657479+00:00,1,1,1,0
4525,1640550214980497408,"RT @lyle0_0: #JENNIE's  Global  campaign  for  @CHANEL  Coco  Crush

📍 Japan https://t.co/ZSPilCGYm6",en,2023-03-28 03:03:45+00:00,2023-03-28 09:34:13.657479+00:00,0,0,66,0
4526,1640550170529255425,"RT @lyle0_0: #JENNIE's  Global  campaign  for  @CHANEL  Coco  Crush

📍 Japan https://t.co/ZSPilCGYm6",en,2023-03-28 03:03:35+00:00,2023-03-28 09:34:13.657479+00:00,0,0,66,0
4527,1640550137427824642,"RT @lyle0_0: #JENNIE's  Global  campaign  for  @CHANEL  Coco  Crush

📍 Japan https://t.co/ZSPilCGYm6",en,2023-03-28 03:03:27+00:00,2023-03-28 09:34:13.657479+00:00,0,0,66,0
4529,1640550128246472704,"RT @lyle0_0: #JENNIE's  Global  campaign  for  @CHANEL  Coco  Crush

📍 Japan https://t.co/ZSPilCGYm6",en,2023-03-28 03:03:25+00:00,2023-03-28 09:34:13.657479+00:00,0,0,66,0
